,osmid,oneway,highway,length,geometry,ref,name,bridge,tunnel,lanes,maxspeed,service,junction,width,access
7899,524335853,False,footway,80.21,"LINESTRING (128.6099288 35.8880074, 128.6098087 35.8879875, 128.6095791 35.8880611, 128.6095129 35.8880162, 128.6094482 35.8880224, 128.6094235 35.8880524, 128.6093773 35.888136, 128.6093773 35.8881872, 128.6094112 35.8882421, 128.6093965 35.8882999)",,,,,,,,,,
7900,524335853,False,footway,63.504000000000005,"LINESTRING (128.6099288 35.8880074, 128.6099227 35.8880898, 128.6099258 35.8881497, 128.6098734 35.8882109, 128.6098041 35.8882284, 128.6097301 35.8882284, 128.6095945 35.8882034, 128.6095529 35.8882059, 128.6095499 35.8882608, 128.609537 35.8882931)",,,,,,,,,,
7901,524335854,False,footway,12.68,,,,yes,,,,,,,
7902,524335853,False,footway,63.50399999999999,"LINESTRING (128.609537 35.8882931, 128.6095499 35.8882608, 128.6095529 35.8882059, 128.6095945 35.8882034, 128.6097301 35.8882284, 128.6098041 35.8882284, 128.6098734 35.8882109, 128.6099258 35.8881497, 128.6099227 35.8880898, 128.6099288 35.8880074)",,,,,,,,,,
7903,524335853,False,footway,19.53,"LINESTRING (128.609537 35.8882931, 128.6095191 35.8883382, 128.6094605 35.8883906, 128.6094251 35.8884405)",,,,,,,,,,
7904,524335854,False,footway,12.68,,,,yes,,,,,,,
7905,524335853,False,footway,14.423,"LINESTRING (128.6093965 35.8882999, 128.6093727 35.8883931, 128.609382 35.8884268)",,,,,,,,,,
7906,524335853,False,footway,80.21000000000001,"LINESTRING (128.6093965 35.8882999, 128.6094112 35.8882421, 128.6093773 35.8881872, 128.6093773 35.888136, 128.6094235 35.8880524, 128.6094482 35.8880224, 128.6095129 35.8880162, 128.6095791 35.8880611, 128.6098087 35.8879875, 128.6099288 35.8880074)",,,,,,,,,,
7907,522791137,False,service,16.002,,,,,,,,,,,
7908,522791137,False,service,71.72200000000001,"LINESTRING (128.6093121 35.8885721, 128.6092024 35.8880976, 128.609159 35.8879392)",,,,,,,,,,
7909,524335855,False,footway,24.235,"LINESTRING (128.6093121 35.8885721, 128.6094544 35.8885341, 128.6094251 35.8884405)",,,,,,,,,,
7910,524335855,False,footway,17.498,"LINESTRING (128.6093121 35.8885721, 128.6093665 35.8884405, 128.609382 35.8884268)",,,,,,,,,,
7911,579624597,False,service,29.769,"LINESTRING (128.6093121 35.8885721, 128.6095057 35.8886146, 128.6096353 35.8886079)",,,,,,,,,,
7912,524335857,False,footway,10.244,,,,,,,,,,,
7913,524335857,False,footway,21.763,,,,,,,,,,,
7914,854297668,False,footway,7.0,,,,,,,,,,,
7915,854297669,False,footway,37.024,"LINESTRING (128.6123081 35.8889179, 128.6120757 35.8889853, 128.6119179 35.8889487)",,,,,,,,,,
7916,524335857,False,footway,10.244,,,,,,,,,,,
7917,524335857,False,footway,46.43599999999999,"LINESTRING (128.6122707 35.8888309, 128.6123431 35.8887609, 128.6123291 35.8886852, 128.6123805 35.8886077, 128.6123501 35.8885339, 128.6122497 35.8885131)",,,,,,,,,,
7918,524335857,False,footway,24.656,"LINESTRING (128.6122707 35.8888309, 128.6121586 35.8888214, 128.6121049 35.8888479, 128.6120069 35.8888517)",,,,,,,,,,
7919,524335859,False,footway,13.304,,,,,,,,,,,
7920,524335857,False,footway,22.313000000000002,"LINESTRING (128.6122497 35.8885131, 128.6121329 35.8884563, 128.6120279 35.8884866)",,,,,,,,,,
7921,524335857,False,footway,46.43600000000001,"LINESTRING (128.6122497 35.8885131, 128.6123501 35.8885339, 128.6123805 35.8886077, 128.6123291 35.8886852, 128.6123431 35.8887609, 128.6122707 35.8888309)",,,,,,,,,,
7922,524335861,False,steps,9.911,,,,,,,,,,,
7923,524335857,False,footway,26.144000000000002,"LINESTRING (128.6120279 35.8884866, 128.6120045 35.8885301, 128.6118714 35.8886114, 128.6118848 35.8886629)",,,,,,,,,,
7924,524335857,False,footway,22.313000000000002,"LINESTRING (128.6120279 35.8884866, 128.6121329 35.8884563, 128.6122497 35.8885131)",,,,,,,,,,
7925,524335858,False,footway,13.439,,,,,,,,,,,
7926,524335857,False,footway,24.656,"LINESTRING (128.6120069 35.8888517, 128.6121049 35.8888479, 128.6121586 35.8888214, 128.6122707 35.8888309)",,,,,,,,,,
7927,524335857,False,footway,24.741,"LINESTRING (128.6120069 35.8888517, 128.6119625 35.8888101, 128.6119461 35.8887287, 128.6118901 35.8886833, 128.6118848 35.8886629)",,,,,,,,,,
7928,522795775,False,footway,38.574,,,,,,,,,,,
7929,522795775,False,footway,13.484,,,,,,,,,,,
7930,524335858,False,footway,13.439,,,,,,,,,,,
7931,854297669,False,footway,37.024,"LINESTRING (128.6119179 35.8889487, 128.6120757 35.8889853, 128.6123081 35.8889179)",,,,,,,,,,
7932,524335859,False,footway,13.304,,,,,,,,,,,
7933,524335860,False,steps,14.42,,,,,,,,,,,
7934,"[524335859, 526419254]",False,"['steps', 'footway']",37.471,"LINESTRING (128.6123818 35.8884596, 128.6124061 35.8883485, 128.6124552 35.8882501, 128.6125833 35.8881939)",,,,,,,,,,
7935,522490562,False,service,33.973,,,,,,,,,,,
7936,522490562,False,service,21.091,,,,,,,,,,,
7937,524335860,False,steps,1.525,,,,,,,,,,,
7938,524335861,False,steps,2.338,,,,,,,,,,,
7939,579624594,False,service,79.038,,,,,,,,,,,
7940,579624594,False,service,35.113,,,,,,,,,,,
7941,524335862,False,service,76.852,"LINESTRING (128.6120701 35.8878668, 128.6118962 35.8878689, 128.6118653 35.8878693, 128.6115065 35.8878735, 128.6114725 35.8878739, 128.6112171 35.887877)",,,,,,,,,,
7942,524335862,False,service,114.426,"LINESTRING (128.6120701 35.8878668, 128.6121613 35.8878364, 128.612215 35.8872149, 128.6123033 35.8868967)",,,,,,,,,,
7943,590206197,False,footway,99.062,"LINESTRING (128.6120701 35.8878668, 128.6120818 35.8880804, 128.6120182 35.8881632, 128.6114543 35.8885198)",,,,,,,,,,
7944,524335862,False,service,18.109,,,,,,,,,,,
7945,524335863,False,footway,41.243,,,,,,,,,,,
7946,524335862,False,service,76.852,"LINESTRING (128.6112171 35.887877, 128.6114725 35.8878739, 128.6115065 35.8878735, 128.6118653 35.8878693, 128.6118962 35.8878689, 128.6120701 35.8878668)",,,,,,,,,,
7947,578054694,False,service,39.973,,,,,,,,,,,
7948,468713277,False,service,64.025,"LINESTRING (128.6116298 35.8870318, 128.6118526 35.8869843, 128.6122873 35.8868188)",,,,,,,,,,
7949,524335863,False,footway,89.01599999999999,"LINESTRING (128.6116298 35.8870318, 128.6116249 35.8871889, 128.6112118 35.8871975, 128.6112142 35.8875061)",,,,,,,,,,
7950,578054695,False,service,72.32300000000001,"LINESTRING (128.6116298 35.8870318, 128.6116249 35.8868759, 128.6112494 35.8868803, 128.6112464 35.8866901)",,,,,,,,,,
7951,522791137,False,service,20.306,,,,,,,,,,,
7952,522791137,False,service,29.036,,,,,,,,,,,
7953,524335864,False,service,101.939,"LINESTRING (128.6090995 35.8875649, 128.6096008 35.8875465, 128.6102299 35.8875234)",,,,,,,,,,
7954,469844621,False,service,49.703,,,,,,,,,,,
7955,469844621,False,service,41.272,,,,,,,,,,,
7956,524335864,False,service,70.474,"LINESTRING (128.6102299 35.8875234, 128.6106623 35.8875157, 128.611012 35.8875095)",,,,,,,,,,
7957,524335864,False,service,101.939,"LINESTRING (128.6102299 35.8875234, 128.6096008 35.8875465, 128.6090995 35.8875649)",,,,,,,,,,
7958,524335865,False,footway,18.219,,,,,,,,,,,
7959,579609542,False,service,41.133,,,,,,,,,,,
7960,524335864,False,service,70.474,"LINESTRING (128.611012 35.8875095, 128.6106623 35.8875157, 128.6102299 35.8875234)",,,,,,,,,,
7961,524335863,False,footway,41.243,,,,,,,,,,,
7962,524335865,False,footway,18.219,,,,,,,,,,,
7963,524335863,False,footway,89.016,"LINESTRING (128.6112142 35.8875061, 128.6112118 35.8871975, 128.6116249 35.8871889, 128.6116298 35.8870318)",,,,,,,,,,
7964,468713277,False,service,10.125,,,,,,,,,,,
7965,468713277,False,service,56.429,"LINESTRING (128.6127925 35.8865188, 128.612486 35.8867022, 128.6122873 35.8868188)",,,,,,,,,,
7966,"[524335866, 578054695]",False,service,156.552,"LINESTRING (128.6127925 35.8865188, 128.611244 35.8865369, 128.6112464 35.8866901)",,,,,,,,,,
7967,524335868,False,service,26.751,,,,,,,,,,,
7968,524335868,False,service,8.076,,,,,,,,,,,
7969,524335867,False,service,118.07600000000001,"LINESTRING (128.6102048 35.8866467, 128.6098922 35.8866543, 128.6098896 35.8867228, 128.6094147 35.8867412, 128.6094147 35.8866673, 128.6090682 35.8866768)",,,,,,,,,,
7970,524335868,False,service,26.751,,,,,,,,,,,
7971,524335869,False,service,23.225,,,,,,,,,,,
7972,524335869,False,service,122.011,"LINESTRING (128.6101971 35.8864062, 128.6111606 35.8863766, 128.6111747 35.8866925)",,,,,,,,,,
7973,524335869,False,service,39.466,,,,,,,,,,,
7974,578054694,False,service,87.247,,,,,,,,,,,
7975,578054694,False,service,39.973,,,,,,,,,,,
7976,524335868,False,service,8.076,,,,,,,,,,,
7977,524335868,False,service,39.732,,,,,,,,,,,
7978,524335870,False,service,87.211,,,,,,,,,,,
7979,524335869,False,service,39.466,,,,,,,,,,,
7980,524335870,False,service,87.211,,,,,,,,,,,
7981,578054693,False,steps,6.465,,,,,,,,,,,
7982,524335869,False,service,122.011,"LINESTRING (128.6111747 35.8866925, 128.6111606 35.8863766, 128.6101971 35.8864062)",,,,,,,,,,
7983,524335871,False,service,52.569,,,,,,,,,,,
7984,576254845,False,service,4.026,,,,,,,,,,,
7985,576266218,False,service,20.702,,,,,,,,,,,
7986,576254845,False,service,21.821,"LINESTRING (128.609051 35.8862564, 128.6090499 35.8862123, 128.609046 35.8860602)",,,,,,,,,,
7987,524335871,False,service,46.307,"LINESTRING (128.6098461 35.8859855, 128.6098556 35.8862218, 128.6096337 35.8862313)",,,,,,,,,,
7988,576254845,False,service,20.676,,,,,,,,,,,
7989,524335872,False,footway,90.888,"LINESTRING (128.6090413 35.8858743, 128.6098807 35.8858276, 128.609895 35.8859628)",,,,,,,,,,
7990,576254845,False,service,16.646,"LINESTRING (128.6090413 35.8858743, 128.6090942 35.88581, 128.6091788 35.8857866)",,,,,,,,,,
7991,37397393,False,residential,32.03,,,대현로19길,,,,,,,,
7992,524335872,False,footway,9.856,,,,,,,,,,,
7993,37397393,False,residential,148.65,"LINESTRING (128.6100043 35.8859666, 128.6100058 35.8860049, 128.61003 35.88634, 128.6112159 35.8862772)",,대현로19길,,,,,,,,
7994,576254845,False,service,4.026,,,,,,,,,,,
7995,576254845,False,service,15.026,,,,,,,,,,,
7996,"[524161842, 527037437, 527037438]",False,"['footway', 'service', 'steps']",155.38400000000001,"LINESTRING (128.6090519 35.8862926, 128.6085592 35.8863015, 128.6085624 35.8863709, 128.6080869 35.8863788, 128.6077143 35.8863916, 128.6076758 35.8864228, 128.6076712 35.8864805, 128.6076766 35.8866197)",,,,,,,,,,
7997,524335869,False,service,52.437,,,,,,,,,,,
7998,576254845,False,service,15.026,,,,,,,,,,,
7999,576254845,False,service,22.926,,,,,,,,,,,
8000,469029164,False,residential,27.17,,,경대로7길,,,,,,,,
8001,576254845,False,service,35.048,,,,,,,,,,,
8002,579780004,False,residential,38.755,,,경대로7길,,,,,,,,
8003,468713286,False,service,56.759,,,,,,,,,,,
8004,494694443,False,residential,12.351,,,대현로9길,,,,,,,,
8005,494694443,False,residential,127.945,,,대현로9길,,,,,,,,
8006,494694446,False,residential,19.532,,,대현로3길,,,,,,,,
8007,524335876,False,service,47.961,,,,,,,,,,,
8008,578054694,False,service,5.316,,,,,,,,,,,
8009,578054694,False,service,56.439,,,,,,,,,,,
8010,524335875,False,service,21.506,,,,,,,,,,,
8011,524335876,False,service,47.961,,,,,,,,,,,
8012,524335875,False,service,61.799,"LINESTRING (128.6078968 35.8866944, 128.6080558 35.8867483, 128.6085693 35.8867387)",,,,,,,,,,
8013,524335877,False,service,89.427,"LINESTRING (128.6067076 35.886683, 128.6067162 35.8869089, 128.6067374 35.8869763, 128.6068294 35.8870064, 128.6072099 35.8869992, 128.6072192 35.8871189)",,,,,,,,,,
8014,524335878,False,service,176.42,"LINESTRING (128.6067076 35.886683, 128.6056445 35.8867197, 128.6054385 35.8867268, 128.6054084 35.8867526, 128.6054173 35.8872745)",,,,,,,,,,
8015,524335878,False,service,57.708,"LINESTRING (128.6067076 35.886683, 128.6071834 35.8866666, 128.6071869 35.886582, 128.6072435 35.8865662)",,,,,,,,,,
8016,524335878,False,service,57.708,"LINESTRING (128.6072435 35.8865662, 128.6071869 35.886582, 128.6071834 35.8866666, 128.6067076 35.886683)",,,,,,,,,,
8017,"[524335875, 524335878, 524335879]",False,"['footway', 'service']",40.039,"LINESTRING (128.6072435 35.8865662, 128.6074099 35.886572, 128.6075444 35.8865748, 128.6076766 35.8866197)",,,,,,,,,,
8018,"[524335880, 524335902]",False,"['footway', 'residential']",80.822,"LINESTRING (128.6072435 35.8865662, 128.6072278 35.8864509, 128.6072042 35.8861887, 128.6071962 35.8860171, 128.6072042 35.885841)",,대현로13길,,,,,,,,
8019,468713286,False,service,56.759,,,,,,,,,,,
8020,468713286,False,service,140.519,"LINESTRING (128.6054173 35.8872745, 128.6057178 35.8872604, 128.6060212 35.8872271, 128.6063247 35.8871759, 128.6065863 35.8871022, 128.6069518 35.8871109)",,,,,,,,,,
8021,524335878,False,service,176.42,"LINESTRING (128.6054173 35.8872745, 128.6054084 35.8867526, 128.6054385 35.8867268, 128.6056445 35.8867197, 128.6067076 35.886683)",,,,,,,,,,
8022,578054694,False,service,41.672,,,,,,,,,,,
8023,578054694,False,service,49.904,,,,,,,,,,,
8024,524335881,False,service,69.147,"LINESTRING (128.6074294 35.8875707, 128.6073577 35.8874037, 128.6072692 35.8873062, 128.6071737 35.8872316, 128.6069518 35.8871109)",,,,,,,,,,
8025,468713286,False,service,24.106,,,,,,,,,,,
8026,468713286,False,service,140.519,"LINESTRING (128.6069518 35.8871109, 128.6065863 35.8871022, 128.6063247 35.8871759, 128.6060212 35.8872271, 128.6057178 35.8872604, 128.6054173 35.8872745)",,,,,,,,,,
8027,524335881,False,service,69.14699999999999,"LINESTRING (128.6069518 35.8871109, 128.6071737 35.8872316, 128.6072692 35.8873062, 128.6073577 35.8874037, 128.6074294 35.8875707)",,,,,,,,,,
8028,522791137,False,service,29.036,,,,,,,,,,,
8029,522791137,False,service,13.06,,,,,,,,,,,
8030,524335882,False,service,6.024,,,,,,,,,,,
8031,522791137,False,service,31.214,,,,,,,,,,,
8032,522791137,False,service,20.306,,,,,,,,,,,
8033,524335883,False,service,3.036,,,,,,,,,,,
8034,524335883,False,service,71.369,"LINESTRING (128.6080822 35.8877004, 128.6080822 35.8874469, 128.6081803 35.8873959, 128.608543 35.8873905)",,,,,,,,,,
8035,579609538,False,service,40.294,,,,,,,,,,,
8036,579609538,False,service,9.635,,,,,,,,,,,
8037,"[524335886, 576358727]",False,"['steps', 'footway']",63.489000000000004,"LINESTRING (128.6062178 35.8900092, 128.6063165 35.8899924, 128.606917 35.8900444)",,,,,,,,,,
8038,579624592,False,service,12.823,,,,,,,,,,,
8039,579624592,False,service,12.369,,,,,,,,,,,
8040,"[576358729, 576358731]",False,service,77.38499999999999,"LINESTRING (128.6070573 35.890167, 128.6063478 35.8900951, 128.6062038 35.8900951)",,,,,,,,,,
8041,"[469844622, 524335887]",False,"['service', 'footway']",115.113,"LINESTRING (128.6055937 35.8902393, 128.6055884 35.8903954, 128.6056673 35.8904514, 128.6061376 35.8905014, 128.6062038 35.8900951)",,,,,,,,,,
8042,524335887,False,footway,37.375,"LINESTRING (128.6055937 35.8902393, 128.605601 35.8900634, 128.6056498 35.8900403, 128.6057717 35.8899827)",,,,,,,,,,
8043,"[524335888, 576254870]",False,"['steps', 'footway']",24.6,"LINESTRING (128.6055937 35.8902393, 128.6055019 35.890248, 128.6054697 35.890297, 128.6053835 35.8903551)",,,,,,,,,,
8044,576254866,False,secondary,55.851,,,대학로,,,6,,,,,
8045,577777142,False,tertiary,12.775,,,산격로,,,,,,,,
8046,578054699,False,secondary,13.621,,,대학로,,,6,,,,,
8047,576358727,False,footway,12.085,,,,,,,,,,,
8048,577759110,False,footway,11.345,,,,,,,,,,,
8049,579624592,False,service,12.369,,,,,,,,,,,
8050,579624592,False,service,43.704,,,,,,,,,,,
8051,524335890,False,steps,25.603,,,,,,,,,,,
8052,577759114,False,service,5.636,,,,,,,,,,,
8053,577759114,False,service,117.017,"LINESTRING (128.6085334 35.8911352, 128.6078676 35.8912786, 128.6077227 35.8907985)",,,,,,,,,,
8054,524335897,False,footway,5.521,,,,,,,,,,,
8055,576358744,False,service,38.859,,,,,,,,,,,
8056,885840113,False,footway,10.711,,,,,,,,,,,
8057,854310236,False,footway,17.787,"LINESTRING (128.6117702 35.8911454, 128.6117666 35.8911213, 128.6117464 35.8909866)",,,,,,,,,,
8058,576358744,False,service,2.523,,,,,,,,,,,
8059,524335896,False,service,111.372,"LINESTRING (128.611311 35.8911557, 128.611202 35.8910672, 128.6101214 35.8911118)",,,,,,,,,,
8060,576358744,False,service,118.63699999999999,"LINESTRING (128.611311 35.8911557, 128.6111538 35.8913283, 128.6110341 35.8913357, 128.6102416 35.8913621, 128.6101108 35.891324)",,,,,,,,,,
8061,524335896,False,service,3.509,,,,,,,,,,,
8062,579609536,False,service,50.937,,,,,,,,,,,
8063,579609536,False,service,22.375999999999998,"LINESTRING (128.6100825 35.8911134, 128.6100869 35.8912065, 128.6100776 35.8913143)",,,,,,,,,,
8064,524335898,False,footway,9.862,,,,,,,,,,,
8065,885840112,False,footway,17.926,"LINESTRING (128.6120367 35.8912251, 128.6119922 35.8912216, 128.6119894 35.8912214, 128.6119465 35.8912055, 128.6119122 35.8911793, 128.6118902 35.8911454, 128.6118887 35.8911375)",,,,,,,,,,
8066,885840112,False,footway,17.12,"LINESTRING (128.6120367 35.8912251, 128.6120829 35.8912161, 128.612123 35.8911954, 128.6121525 35.8911653, 128.6121684 35.891129)",,,,,,,,,,
8067,524335898,False,footway,17.469,,,,,,,,,,,
8068,524025615,False,footway,39.507,,,,,,,,,,,
8069,524025615,False,footway,40.463,,,,,,,,,,,
8070,524335898,False,footway,17.469,,,,,,,,,,,
8071,524335898,False,footway,9.862,,,,,,,,,,,
8072,524335899,False,footway,25.762,,,,,,,,,,,
8073,587101562,False,service,5.562,,,,,,,,,,,
8074,587101562,False,service,14.1,,,,,,,,,,,
8075,524335899,False,footway,25.762,,,,,,,,,,,
8076,584386583,False,secondary,30.481,,,경대로,,,,,,,,
8077,584386583,False,secondary,52.109,"LINESTRING (128.6166507 35.888427, 128.61671 35.88851, 128.6169793 35.8888122)",,경대로,,,,,,,,
8078,298293353,False,residential,18.16,,,대현로9길,,,,,,,,
8079,494694443,False,residential,127.945,,,대현로9길,,,,,,,,
8080,524335908,False,service,4.528,,,,,,,,,,,
8081,469844627,False,pedestrian,4.502,,,,,,,,,,,
8082,578054694,False,service,2.722,,,,,,,,,,,
8083,579624588,False,service,82.775,,,,,,,,,,,
8084,579624592,False,service,42.708999999999996,"LINESTRING (128.607006 35.8890299, 128.6070131 35.8891188, 128.6070296 35.8894135)",,,,,,,,,,
8085,469844627,False,pedestrian,19.186,,,,,,,,,,,
8086,469844627,False,pedestrian,15.397,,,,,,,,,,,
8087,"[577759122, 874186395]",False,"['steps', 'footway']",15.498000000000001,"LINESTRING (128.6074363 35.8891498, 128.6074618 35.8890416, 128.6074692 35.889013)",,,,,,,,,,
8088,469844627,False,pedestrian,38.233,,,,,,,,,,,
8089,469844627,False,pedestrian,19.186,,,,,,,,,,,
8090,524335884,False,footway,7.374,,,,,,,,,,,
8091,469844627,False,pedestrian,7.676,,,,,,,,,,,
8092,524335885,False,service,30.899,,,,,,1,40,,,,
8093,579624593,False,pedestrian,82.013,,,,,,,,,,,
8094,522490570,False,service,35.84,,,,,,,,,,,
8095,522490570,False,service,11.876,,,,,,,,,,,
8096,524166589,False,service,1.474,,,,,,,,parking_aisle,,,
8097,522490570,False,service,18.857,,,,,,,,,,,
8098,522490570,False,service,40.035,"LINESTRING (128.6135168 35.8896064, 128.613502 35.889611, 128.6134606 35.8896237, 128.6130823 35.8896785)",,,,,,,,,,
8099,524025623,False,service,23.742,"LINESTRING (128.6135168 35.8896064, 128.6134445 35.889767, 128.6134085 35.889798)",,,,,,,,,,
8100,468713281,False,service,45.419,,,,,,,,,,,
8101,595159245,False,service,1.307,,,,,,,,parking_aisle,,,
8102,468713281,False,service,56.434,"LINESTRING (128.6129737 35.8933507, 128.6129499 35.8934794, 128.6128831 35.8937988, 128.612866 35.8938504)",,,,,,,,,,
8103,522490572,False,service,26.172,,,,,,,,,,,
8104,522490572,False,service,12.107,,,,,,,,,,,
8105,527256339,False,steps,9.123,,,,,,,,,,,
